timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1723809890535,5,Petición HTTP,200,OK,Open Model Thread Group 1-1,text,true,,189,196,1,1,http://127.0.0.1:5000/,5,0,1
1723809890553,3,Petición HTTP,200,OK,Open Model Thread Group 1-2,text,true,,189,196,1,1,http://127.0.0.1:5000/,3,0,0
1723809890680,4,Petición HTTP,200,OK,Open Model Thread Group 1-3,text,true,,189,196,1,1,http://127.0.0.1:5000/,4,0,2
1723809891887,10,Petición HTTP,200,OK,Open Model Thread Group 1-4,text,true,,189,196,2,2,http://127.0.0.1:5000/,10,0,1
1723809891888,12,Petición HTTP,200,OK,Open Model Thread Group 1-5,text,true,,189,196,1,1,http://127.0.0.1:5000/,11,0,1
1723809892352,10,Petición HTTP,200,OK,Open Model Thread Group 1-6,text,true,,189,196,1,1,http://127.0.0.1:5000/,9,0,2
1723809892838,8,Petición HTTP,200,OK,Open Model Thread Group 1-7,text,true,,189,196,1,1,http://127.0.0.1:5000/,8,0,2
1723809892979,9,Petición HTTP,200,OK,Open Model Thread Group 1-8,text,true,,189,196,1,1,http://127.0.0.1:5000/,9,0,2
1723809893257,5,Petición HTTP,200,OK,Open Model Thread Group 1-9,text,true,,189,196,1,1,http://127.0.0.1:5000/,5,0,1
1723809893414,8,Petición HTTP,200,OK,Open Model Thread Group 1-10,text,true,,189,196,1,1,http://127.0.0.1:5000/,8,0,1
1723809894023,8,Petición HTTP,200,OK,Open Model Thread Group 1-11,text,true,,189,196,1,1,http://127.0.0.1:5000/,8,0,2
1723809894303,9,Petición HTTP,200,OK,Open Model Thread Group 1-12,text,true,,189,196,1,1,http://127.0.0.1:5000/,9,0,2
1723809894337,4,Petición HTTP,200,OK,Open Model Thread Group 1-13,text,true,,189,196,1,1,http://127.0.0.1:5000/,4,0,1
1723809894499,9,Petición HTTP,200,OK,Open Model Thread Group 1-15,text,true,,189,196,2,2,http://127.0.0.1:5000/,9,0,1
1723809894496,14,Petición HTTP,200,OK,Open Model Thread Group 1-14,text,true,,189,196,1,1,http://127.0.0.1:5000/,14,0,1
1723809894712,8,Petición HTTP,200,OK,Open Model Thread Group 1-16,text,true,,189,196,1,1,http://127.0.0.1:5000/,8,0,2
1723809895276,9,Petición HTTP,200,OK,Open Model Thread Group 1-17,text,true,,189,196,1,1,http://127.0.0.1:5000/,9,0,2
1723809895971,8,Petición HTTP,200,OK,Open Model Thread Group 1-18,text,true,,189,196,1,1,http://127.0.0.1:5000/,7,0,2
1723809896012,9,Petición HTTP,200,OK,Open Model Thread Group 1-19,text,true,,189,196,1,1,http://127.0.0.1:5000/,8,0,2
1723809896119,5,Petición HTTP,200,OK,Open Model Thread Group 1-20,text,true,,189,196,1,1,http://127.0.0.1:5000/,5,0,1
1723809896185,6,Petición HTTP,200,OK,Open Model Thread Group 1-21,text,true,,189,196,1,1,http://127.0.0.1:5000/,6,0,2
1723809896315,10,Petición HTTP,200,OK,Open Model Thread Group 1-22,text,true,,189,196,1,1,http://127.0.0.1:5000/,10,0,2
1723809896350,8,Petición HTTP,200,OK,Open Model Thread Group 1-23,text,true,,189,196,1,1,http://127.0.0.1:5000/,8,0,1
1723809897163,7,Petición HTTP,200,OK,Open Model Thread Group 1-24,text,true,,189,196,1,1,http://127.0.0.1:5000/,7,0,1
1723809897311,8,Petición HTTP,200,OK,Open Model Thread Group 1-25,text,true,,189,196,2,2,http://127.0.0.1:5000/,8,0,2
1723809897314,8,Petición HTTP,200,OK,Open Model Thread Group 1-26,text,true,,189,196,1,1,http://127.0.0.1:5000/,8,0,1
1723809897404,8,Petición HTTP,200,OK,Open Model Thread Group 1-27,text,true,,189,196,1,1,http://127.0.0.1:5000/,8,0,2
1723809897459,8,Petición HTTP,200,OK,Open Model Thread Group 1-28,text,true,,189,196,1,1,http://127.0.0.1:5000/,8,0,2
1723809897581,7,Petición HTTP,200,OK,Open Model Thread Group 1-29,text,true,,189,196,1,1,http://127.0.0.1:5000/,7,0,1
1723809897648,8,Petición HTTP,200,OK,Open Model Thread Group 1-30,text,true,,189,196,1,1,http://127.0.0.1:5000/,8,0,1
1723809898261,8,Petición HTTP,200,OK,Open Model Thread Group 1-31,text,true,,189,196,1,1,http://127.0.0.1:5000/,8,0,1
1723809898458,9,Petición HTTP,200,OK,Open Model Thread Group 1-34,text,true,,189,196,3,3,http://127.0.0.1:5000/,9,0,1
1723809898454,16,Petición HTTP,200,OK,Open Model Thread Group 1-33,text,true,,189,196,2,2,http://127.0.0.1:5000/,16,0,2
1723809898454,18,Petición HTTP,200,OK,Open Model Thread Group 1-32,text,true,,189,196,1,1,http://127.0.0.1:5000/,18,0,1
1723809898596,5,Petición HTTP,200,OK,Open Model Thread Group 1-35,text,true,,189,196,1,1,http://127.0.0.1:5000/,5,0,1
1723809898871,9,Petición HTTP,200,OK,Open Model Thread Group 1-36,text,true,,189,196,2,2,http://127.0.0.1:5000/,9,0,1
1723809898874,12,Petición HTTP,200,OK,Open Model Thread Group 1-37,text,true,,189,196,1,1,http://127.0.0.1:5000/,12,0,1
1723809899116,9,Petición HTTP,200,OK,Open Model Thread Group 1-38,text,true,,189,196,1,1,http://127.0.0.1:5000/,9,0,1
1723809899171,10,Petición HTTP,200,OK,Open Model Thread Group 1-39,text,true,,189,196,1,1,http://127.0.0.1:5000/,10,0,2
1723809899277,7,Petición HTTP,200,OK,Open Model Thread Group 1-40,text,true,,189,196,1,1,http://127.0.0.1:5000/,6,0,1
1723809899441,9,Petición HTTP,200,OK,Open Model Thread Group 1-41,text,true,,189,196,1,1,http://127.0.0.1:5000/,8,0,1
1723809899649,4,Petición HTTP,200,OK,Open Model Thread Group 1-42,text,true,,189,196,1,1,http://127.0.0.1:5000/,4,0,1
1723809900117,4,Petición HTTP,200,OK,Open Model Thread Group 1-44,text,true,,189,196,2,2,http://127.0.0.1:5000/,4,0,1
1723809900117,5,Petición HTTP,200,OK,Open Model Thread Group 1-43,text,true,,189,196,1,1,http://127.0.0.1:5000/,5,0,1
1723809900253,4,Petición HTTP,200,OK,Open Model Thread Group 1-45,text,true,,189,196,1,1,http://127.0.0.1:5000/,4,0,1
1723809900276,3,Petición HTTP,200,OK,Open Model Thread Group 1-46,text,true,,189,196,1,1,http://127.0.0.1:5000/,3,0,1
1723809900288,4,Petición HTTP,200,OK,Open Model Thread Group 1-47,text,true,,189,196,1,1,http://127.0.0.1:5000/,4,0,1
1723809900325,7,Petición HTTP,200,OK,Open Model Thread Group 1-48,text,true,,189,196,2,2,http://127.0.0.1:5000/,6,0,1
1723809900327,5,Petición HTTP,200,OK,Open Model Thread Group 1-49,text,true,,189,196,1,1,http://127.0.0.1:5000/,5,0,1
1723809900600,5,Petición HTTP,200,OK,Open Model Thread Group 1-50,text,true,,189,196,1,1,http://127.0.0.1:5000/,5,0,1
1723809901694,4,Petición HTTP,200,OK,Open Model Thread Group 1-52,text,true,,189,196,2,2,http://127.0.0.1:5000/,4,0,1
1723809901694,5,Petición HTTP,200,OK,Open Model Thread Group 1-51,text,true,,189,196,1,1,http://127.0.0.1:5000/,5,0,1
1723809901906,5,Petición HTTP,200,OK,Open Model Thread Group 1-53,text,true,,189,196,1,1,http://127.0.0.1:5000/,5,0,1
1723809902496,4,Petición HTTP,200,OK,Open Model Thread Group 1-54,text,true,,189,196,1,1,http://127.0.0.1:5000/,4,0,1
1723809902552,7,Petición HTTP,200,OK,Open Model Thread Group 1-55,text,true,,189,196,1,1,http://127.0.0.1:5000/,7,0,1
1723809902679,7,Petición HTTP,200,OK,Open Model Thread Group 1-56,text,true,,189,196,1,1,http://127.0.0.1:5000/,7,0,2
1723809902725,5,Petición HTTP,200,OK,Open Model Thread Group 1-57,text,true,,189,196,1,1,http://127.0.0.1:5000/,5,0,2
1723809903142,7,Petición HTTP,200,OK,Open Model Thread Group 1-58,text,true,,189,196,1,1,http://127.0.0.1:5000/,7,0,1
1723809903170,4,Petición HTTP,200,OK,Open Model Thread Group 1-59,text,true,,189,196,1,1,http://127.0.0.1:5000/,4,0,1
1723809903226,7,Petición HTTP,200,OK,Open Model Thread Group 1-60,text,true,,189,196,1,1,http://127.0.0.1:5000/,7,0,2
1723809903238,6,Petición HTTP,200,OK,Open Model Thread Group 1-61,text,true,,189,196,1,1,http://127.0.0.1:5000/,6,0,1
1723809903247,5,Petición HTTP,200,OK,Open Model Thread Group 1-62,text,true,,189,196,1,1,http://127.0.0.1:5000/,4,0,1
1723809903317,9,Petición HTTP,200,OK,Open Model Thread Group 1-63,text,true,,189,196,1,1,http://127.0.0.1:5000/,9,0,2
1723809903529,5,Petición HTTP,200,OK,Open Model Thread Group 1-64,text,true,,189,196,1,1,http://127.0.0.1:5000/,4,0,1
1723809903602,7,Petición HTTP,200,OK,Open Model Thread Group 1-65,text,true,,189,196,1,1,http://127.0.0.1:5000/,6,0,2
1723809903620,5,Petición HTTP,200,OK,Open Model Thread Group 1-66,text,true,,189,196,1,1,http://127.0.0.1:5000/,5,0,2
1723809903702,4,Petición HTTP,200,OK,Open Model Thread Group 1-67,text,true,,189,196,1,1,http://127.0.0.1:5000/,4,0,0
1723809903734,5,Petición HTTP,200,OK,Open Model Thread Group 1-68,text,true,,189,196,1,1,http://127.0.0.1:5000/,5,0,1
1723809904020,6,Petición HTTP,200,OK,Open Model Thread Group 1-69,text,true,,189,196,1,1,http://127.0.0.1:5000/,6,0,1
1723809904104,5,Petición HTTP,200,OK,Open Model Thread Group 1-70,text,true,,189,196,1,1,http://127.0.0.1:5000/,5,0,1
1723809904170,9,Petición HTTP,200,OK,Open Model Thread Group 1-72,text,true,,189,196,2,2,http://127.0.0.1:5000/,9,0,2
1723809904170,12,Petición HTTP,200,OK,Open Model Thread Group 1-71,text,true,,189,196,1,1,http://127.0.0.1:5000/,12,0,2
1723809904289,9,Petición HTTP,200,OK,Open Model Thread Group 1-73,text,true,,189,196,1,1,http://127.0.0.1:5000/,9,0,2
1723809904375,7,Petición HTTP,200,OK,Open Model Thread Group 1-74,text,true,,189,196,1,1,http://127.0.0.1:5000/,7,0,1
1723809904548,10,Petición HTTP,200,OK,Open Model Thread Group 1-75,text,true,,189,196,1,1,http://127.0.0.1:5000/,10,0,2
1723809904624,9,Petición HTTP,200,OK,Open Model Thread Group 1-76,text,true,,189,196,1,1,http://127.0.0.1:5000/,9,0,1
1723809904686,11,Petición HTTP,200,OK,Open Model Thread Group 1-77,text,true,,189,196,1,1,http://127.0.0.1:5000/,11,0,2
1723809904716,11,Petición HTTP,200,OK,Open Model Thread Group 1-78,text,true,,189,196,2,2,http://127.0.0.1:5000/,11,0,2
1723809904721,9,Petición HTTP,200,OK,Open Model Thread Group 1-79,text,true,,189,196,1,1,http://127.0.0.1:5000/,9,0,1
1723809904787,9,Petición HTTP,200,OK,Open Model Thread Group 1-80,text,true,,189,196,1,1,http://127.0.0.1:5000/,8,0,2
1723809904860,9,Petición HTTP,200,OK,Open Model Thread Group 1-81,text,true,,189,196,2,2,http://127.0.0.1:5000/,9,0,2
1723809904860,12,Petición HTTP,200,OK,Open Model Thread Group 1-82,text,true,,189,196,1,1,http://127.0.0.1:5000/,12,0,2
1723809904968,8,Petición HTTP,200,OK,Open Model Thread Group 1-83,text,true,,189,196,2,2,http://127.0.0.1:5000/,8,0,1
1723809904973,8,Petición HTTP,200,OK,Open Model Thread Group 1-84,text,true,,189,196,1,1,http://127.0.0.1:5000/,8,0,1
1723809905288,11,Petición HTTP,200,OK,Open Model Thread Group 1-85,text,true,,189,196,2,2,http://127.0.0.1:5000/,11,0,3
1723809905296,9,Petición HTTP,200,OK,Open Model Thread Group 1-86,text,true,,189,196,1,1,http://127.0.0.1:5000/,8,0,2
1723809905399,12,Petición HTTP,200,OK,Open Model Thread Group 1-87,text,true,,189,196,3,3,http://127.0.0.1:5000/,12,0,2
1723809905403,13,Petición HTTP,200,OK,Open Model Thread Group 1-89,text,true,,189,196,2,2,http://127.0.0.1:5000/,13,0,2
1723809905403,15,Petición HTTP,200,OK,Open Model Thread Group 1-88,text,true,,189,196,1,1,http://127.0.0.1:5000/,15,0,1
1723809905429,5,Petición HTTP,200,OK,Open Model Thread Group 1-90,text,true,,189,196,1,1,http://127.0.0.1:5000/,5,0,1
1723809905591,7,Petición HTTP,200,OK,Open Model Thread Group 1-91,text,true,,189,196,1,1,http://127.0.0.1:5000/,7,0,1
1723809905667,8,Petición HTTP,200,OK,Open Model Thread Group 1-92,text,true,,189,196,1,1,http://127.0.0.1:5000/,8,0,3
1723809905678,5,Petición HTTP,200,OK,Open Model Thread Group 1-93,text,true,,189,196,1,1,http://127.0.0.1:5000/,5,0,1
1723809905870,5,Petición HTTP,200,OK,Open Model Thread Group 1-94,text,true,,189,196,1,1,http://127.0.0.1:5000/,5,0,2
1723809905977,8,Petición HTTP,200,OK,Open Model Thread Group 1-95,text,true,,189,196,1,1,http://127.0.0.1:5000/,7,0,2
1723809905986,7,Petición HTTP,200,OK,Open Model Thread Group 1-96,text,true,,189,196,1,1,http://127.0.0.1:5000/,7,0,1
1723809906125,4,Petición HTTP,200,OK,Open Model Thread Group 1-97,text,true,,189,196,1,1,http://127.0.0.1:5000/,4,0,1
1723809906241,3,Petición HTTP,200,OK,Open Model Thread Group 1-99,text,true,,189,196,2,2,http://127.0.0.1:5000/,3,0,1
1723809906241,4,Petición HTTP,200,OK,Open Model Thread Group 1-98,text,true,,189,196,1,1,http://127.0.0.1:5000/,4,0,1
1723809906299,9,Petición HTTP,200,OK,Open Model Thread Group 1-101,text,true,,189,196,2,2,http://127.0.0.1:5000/,8,0,2
1723809906299,12,Petición HTTP,200,OK,Open Model Thread Group 1-100,text,true,,189,196,1,1,http://127.0.0.1:5000/,11,0,1
1723809906336,5,Petición HTTP,200,OK,Open Model Thread Group 1-102,text,true,,189,196,1,1,http://127.0.0.1:5000/,4,0,1
1723809906354,6,Petición HTTP,200,OK,Open Model Thread Group 1-103,text,true,,189,196,1,1,http://127.0.0.1:5000/,6,0,1
1723809906519,8,Petición HTTP,200,OK,Open Model Thread Group 1-104,text,true,,189,196,1,1,http://127.0.0.1:5000/,8,0,2
1723809906610,8,Petición HTTP,200,OK,Open Model Thread Group 1-105,text,true,,189,196,1,1,http://127.0.0.1:5000/,8,0,2
1723809907284,8,Petición HTTP,200,OK,Open Model Thread Group 1-106,text,true,,189,196,2,2,http://127.0.0.1:5000/,8,0,1
1723809907287,8,Petición HTTP,200,OK,Open Model Thread Group 1-107,text,true,,189,196,1,1,http://127.0.0.1:5000/,8,0,1
1723809907304,5,Petición HTTP,200,OK,Open Model Thread Group 1-108,text,true,,189,196,1,1,http://127.0.0.1:5000/,5,0,2
1723809907321,5,Petición HTTP,200,OK,Open Model Thread Group 1-109,text,true,,189,196,1,1,http://127.0.0.1:5000/,5,0,1
1723809907918,4,Petición HTTP,200,OK,Open Model Thread Group 1-110,text,true,,189,196,1,1,http://127.0.0.1:5000/,4,0,0
1723809908006,8,Petición HTTP,200,OK,Open Model Thread Group 1-111,text,true,,189,196,1,1,http://127.0.0.1:5000/,8,0,1
1723809908043,8,Petición HTTP,200,OK,Open Model Thread Group 1-112,text,true,,189,196,1,1,http://127.0.0.1:5000/,7,0,2
1723809908051,6,Petición HTTP,200,OK,Open Model Thread Group 1-113,text,true,,189,196,1,1,http://127.0.0.1:5000/,6,0,2
1723809908400,9,Petición HTTP,200,OK,Open Model Thread Group 1-114,text,true,,189,196,1,1,http://127.0.0.1:5000/,9,0,2
1723809908642,6,Petición HTTP,200,OK,Open Model Thread Group 1-115,text,true,,189,196,1,1,http://127.0.0.1:5000/,6,0,2
1723809908710,10,Petición HTTP,200,OK,Open Model Thread Group 1-116,text,true,,189,196,1,1,http://127.0.0.1:5000/,10,0,2
1723809909022,6,Petición HTTP,200,OK,Open Model Thread Group 1-117,text,true,,189,196,1,1,http://127.0.0.1:5000/,6,0,1
1723809909153,7,Petición HTTP,200,OK,Open Model Thread Group 1-118,text,true,,189,196,1,1,http://127.0.0.1:5000/,7,0,2
1723809909269,6,Petición HTTP,200,OK,Open Model Thread Group 1-119,text,true,,189,196,1,1,http://127.0.0.1:5000/,6,0,1
1723809909315,6,Petición HTTP,200,OK,Open Model Thread Group 1-120,text,true,,189,196,1,1,http://127.0.0.1:5000/,5,0,1
1723809909420,8,Petición HTTP,200,OK,Open Model Thread Group 1-121,text,true,,189,196,1,1,http://127.0.0.1:5000/,8,0,2
1723809909433,3,Petición HTTP,200,OK,Open Model Thread Group 1-122,text,true,,189,196,1,1,http://127.0.0.1:5000/,3,0,0
1723809909588,4,Petición HTTP,200,OK,Open Model Thread Group 1-123,text,true,,189,196,1,1,http://127.0.0.1:5000/,4,0,1
1723809909734,11,Petición HTTP,200,OK,Open Model Thread Group 1-124,text,true,,189,196,3,3,http://127.0.0.1:5000/,11,0,2
1723809909736,15,Petición HTTP,200,OK,Open Model Thread Group 1-125,text,true,,189,196,2,2,http://127.0.0.1:5000/,15,0,2
1723809909744,10,Petición HTTP,200,OK,Open Model Thread Group 1-126,text,true,,189,196,1,1,http://127.0.0.1:5000/,10,0,2
1723809909948,8,Petición HTTP,200,OK,Open Model Thread Group 1-127,text,true,,189,196,1,1,http://127.0.0.1:5000/,8,0,2
1723809909982,3,Petición HTTP,200,OK,Open Model Thread Group 1-128,text,true,,189,196,1,1,http://127.0.0.1:5000/,3,0,1
1723809910011,7,Petición HTTP,200,OK,Open Model Thread Group 1-129,text,true,,189,196,1,1,http://127.0.0.1:5000/,7,0,1
1723809910087,9,Petición HTTP,200,OK,Open Model Thread Group 1-130,text,true,,189,196,3,3,http://127.0.0.1:5000/,9,0,2
1723809910091,11,Petición HTTP,200,OK,Open Model Thread Group 1-131,text,true,,189,196,2,2,http://127.0.0.1:5000/,11,0,1
1723809910096,8,Petición HTTP,200,OK,Open Model Thread Group 1-132,text,true,,189,196,1,1,http://127.0.0.1:5000/,8,0,2
1723809910184,9,Petición HTTP,200,OK,Open Model Thread Group 1-133,text,true,,189,196,1,1,http://127.0.0.1:5000/,9,0,2
1723809910259,11,Petición HTTP,200,OK,Open Model Thread Group 1-134,text,true,,189,196,2,2,http://127.0.0.1:5000/,11,0,2
1723809910259,13,Petición HTTP,200,OK,Open Model Thread Group 1-135,text,true,,189,196,1,1,http://127.0.0.1:5000/,13,0,2
1723809910274,4,Petición HTTP,200,OK,Open Model Thread Group 1-136,text,true,,189,196,1,1,http://127.0.0.1:5000/,4,0,1
1723809910416,8,Petición HTTP,200,OK,Open Model Thread Group 1-137,text,true,,189,196,1,1,http://127.0.0.1:5000/,7,0,2
1723809910737,9,Petición HTTP,200,OK,Open Model Thread Group 1-138,text,true,,189,196,1,1,http://127.0.0.1:5000/,9,0,2
1723809910766,7,Petición HTTP,200,OK,Open Model Thread Group 1-139,text,true,,189,196,1,1,http://127.0.0.1:5000/,7,0,1
1723809910785,6,Petición HTTP,200,OK,Open Model Thread Group 1-140,text,true,,189,196,1,1,http://127.0.0.1:5000/,6,0,1
1723809910930,8,Petición HTTP,200,OK,Open Model Thread Group 1-141,text,true,,189,196,1,1,http://127.0.0.1:5000/,8,0,2
1723809911083,7,Petición HTTP,200,OK,Open Model Thread Group 1-142,text,true,,189,196,1,1,http://127.0.0.1:5000/,6,0,2
1723809911198,9,Petición HTTP,200,OK,Open Model Thread Group 1-143,text,true,,189,196,1,1,http://127.0.0.1:5000/,8,0,3
1723809911218,7,Petición HTTP,200,OK,Open Model Thread Group 1-144,text,true,,189,196,1,1,http://127.0.0.1:5000/,6,0,1
1723809911346,8,Petición HTTP,200,OK,Open Model Thread Group 1-145,text,true,,189,196,1,1,http://127.0.0.1:5000/,8,0,2
1723809911419,8,Petición HTTP,200,OK,Open Model Thread Group 1-146,text,true,,189,196,1,1,http://127.0.0.1:5000/,8,0,2
1723809911452,8,Petición HTTP,200,OK,Open Model Thread Group 1-147,text,true,,189,196,1,1,http://127.0.0.1:5000/,8,0,2
1723809911577,10,Petición HTTP,200,OK,Open Model Thread Group 1-148,text,true,,189,196,3,3,http://127.0.0.1:5000/,10,0,2
1723809911580,11,Petición HTTP,200,OK,Open Model Thread Group 1-149,text,true,,189,196,2,2,http://127.0.0.1:5000/,11,0,1
1723809911581,13,Petición HTTP,200,OK,Open Model Thread Group 1-150,text,true,,189,196,1,1,http://127.0.0.1:5000/,13,0,1
1723809912782,18,Petición HTTP,200,OK,Open Model Thread Group 1-153,text,true,,189,196,7,7,http://127.0.0.1:5000/,17,0,3
1723809912783,27,Petición HTTP,200,OK,Open Model Thread Group 1-152,text,true,,189,196,6,6,http://127.0.0.1:5000/,27,0,3
1723809912786,25,Petición HTTP,200,OK,Open Model Thread Group 1-157,text,true,,189,196,5,5,http://127.0.0.1:5000/,25,0,3
1723809912782,30,Petición HTTP,200,OK,Open Model Thread Group 1-151,text,true,,189,196,4,4,http://127.0.0.1:5000/,30,0,5
1723809912786,28,Petición HTTP,200,OK,Open Model Thread Group 1-155,text,true,,189,196,3,3,http://127.0.0.1:5000/,27,0,4
1723809912786,32,Petición HTTP,200,OK,Open Model Thread Group 1-156,text,true,,189,196,4,4,http://127.0.0.1:5000/,30,0,2
1723809912786,32,Petición HTTP,200,OK,Open Model Thread Group 1-154,text,true,,189,196,4,4,http://127.0.0.1:5000/,32,0,5
1723809912816,10,Petición HTTP,200,OK,Open Model Thread Group 1-159,text,true,,189,196,2,2,http://127.0.0.1:5000/,10,0,1
1723809912816,11,Petición HTTP,200,OK,Open Model Thread Group 1-158,text,true,,189,196,1,1,http://127.0.0.1:5000/,11,0,2
1723809913260,8,Petición HTTP,200,OK,Open Model Thread Group 1-160,text,true,,189,196,1,1,http://127.0.0.1:5000/,8,0,2
1723809913270,11,Petición HTTP,200,OK,Open Model Thread Group 1-162,text,true,,189,196,3,3,http://127.0.0.1:5000/,11,0,1
1723809913269,14,Petición HTTP,200,OK,Open Model Thread Group 1-161,text,true,,189,196,3,3,http://127.0.0.1:5000/,14,0,2
1723809913274,13,Petición HTTP,200,OK,Open Model Thread Group 1-163,text,true,,189,196,3,3,http://127.0.0.1:5000/,13,0,2
1723809913282,8,Petición HTTP,200,OK,Open Model Thread Group 1-164,text,true,,189,196,2,2,http://127.0.0.1:5000/,8,0,1
1723809913284,7,Petición HTTP,200,OK,Open Model Thread Group 1-165,text,true,,189,196,1,1,http://127.0.0.1:5000/,6,0,1
1723809913315,6,Petición HTTP,200,OK,Open Model Thread Group 1-166,text,true,,189,196,1,1,http://127.0.0.1:5000/,6,0,2
1723809913328,4,Petición HTTP,200,OK,Open Model Thread Group 1-167,text,true,,189,196,1,1,http://127.0.0.1:5000/,4,0,1
1723809913405,7,Petición HTTP,200,OK,Open Model Thread Group 1-168,text,true,,189,196,1,1,http://127.0.0.1:5000/,7,0,2
1723809913426,10,Petición HTTP,200,OK,Open Model Thread Group 1-169,text,true,,189,196,2,2,http://127.0.0.1:5000/,10,0,2
1723809913432,8,Petición HTTP,200,OK,Open Model Thread Group 1-170,text,true,,189,196,1,1,http://127.0.0.1:5000/,8,0,2
1723809913450,7,Petición HTTP,200,OK,Open Model Thread Group 1-171,text,true,,189,196,1,1,http://127.0.0.1:5000/,7,0,2
1723809913469,6,Petición HTTP,200,OK,Open Model Thread Group 1-172,text,true,,189,196,1,1,http://127.0.0.1:5000/,6,0,2
1723809913488,5,Petición HTTP,200,OK,Open Model Thread Group 1-174,text,true,,189,196,2,2,http://127.0.0.1:5000/,5,0,1
1723809913488,7,Petición HTTP,200,OK,Open Model Thread Group 1-173,text,true,,189,196,1,1,http://127.0.0.1:5000/,7,0,1
1723809913498,3,Petición HTTP,200,OK,Open Model Thread Group 1-175,text,true,,189,196,1,1,http://127.0.0.1:5000/,3,0,1
1723809913532,9,Petición HTTP,200,OK,Open Model Thread Group 1-176,text,true,,189,196,1,1,http://127.0.0.1:5000/,9,0,3
1723809913564,10,Petición HTTP,200,OK,Open Model Thread Group 1-177,text,true,,189,196,1,1,http://127.0.0.1:5000/,10,0,1
1723809913585,9,Petición HTTP,200,OK,Open Model Thread Group 1-178,text,true,,189,196,1,1,http://127.0.0.1:5000/,9,0,2
1723809913625,10,Petición HTTP,200,OK,Open Model Thread Group 1-180,text,true,,189,196,2,2,http://127.0.0.1:5000/,10,0,2
1723809913625,13,Petición HTTP,200,OK,Open Model Thread Group 1-179,text,true,,189,196,1,1,http://127.0.0.1:5000/,13,0,3
1723809913646,8,Petición HTTP,200,OK,Open Model Thread Group 1-182,text,true,,189,196,2,2,http://127.0.0.1:5000/,8,0,2
1723809913646,11,Petición HTTP,200,OK,Open Model Thread Group 1-181,text,true,,189,196,1,1,http://127.0.0.1:5000/,11,0,2
1723809913670,7,Petición HTTP,200,OK,Open Model Thread Group 1-183,text,true,,189,196,1,1,http://127.0.0.1:5000/,7,0,2
1723809913697,9,Petición HTTP,200,OK,Open Model Thread Group 1-185,text,true,,189,196,2,2,http://127.0.0.1:5000/,9,0,1
1723809913695,11,Petición HTTP,200,OK,Open Model Thread Group 1-184,text,true,,189,196,2,2,http://127.0.0.1:5000/,11,0,2
1723809913712,5,Petición HTTP,200,OK,Open Model Thread Group 1-186,text,true,,189,196,1,1,http://127.0.0.1:5000/,5,0,1
1723809913730,12,Petición HTTP,200,OK,Open Model Thread Group 1-188,text,true,,189,196,2,2,http://127.0.0.1:5000/,11,0,2
1723809913730,15,Petición HTTP,200,OK,Open Model Thread Group 1-187,text,true,,189,196,2,2,http://127.0.0.1:5000/,14,0,2
1723809913743,5,Petición HTTP,200,OK,Open Model Thread Group 1-189,text,true,,189,196,1,1,http://127.0.0.1:5000/,5,0,1
1723809913770,9,Petición HTTP,200,OK,Open Model Thread Group 1-190,text,true,,189,196,2,2,http://127.0.0.1:5000/,8,0,2
1723809913778,5,Petición HTTP,200,OK,Open Model Thread Group 1-191,text,true,,189,196,1,1,http://127.0.0.1:5000/,5,0,1
1723809913799,9,Petición HTTP,200,OK,Open Model Thread Group 1-192,text,true,,189,196,1,1,http://127.0.0.1:5000/,9,0,3
1723809913813,6,Petición HTTP,200,OK,Open Model Thread Group 1-193,text,true,,189,196,1,1,http://127.0.0.1:5000/,6,0,1
1723809913842,8,Petición HTTP,200,OK,Open Model Thread Group 1-194,text,true,,189,196,1,1,http://127.0.0.1:5000/,7,0,2
1723809913879,10,Petición HTTP,200,OK,Open Model Thread Group 1-195,text,true,,189,196,1,1,http://127.0.0.1:5000/,9,0,2
1723809913990,4,Petición HTTP,200,OK,Open Model Thread Group 1-196,text,true,,189,196,1,1,http://127.0.0.1:5000/,4,0,1
1723809914002,4,Petición HTTP,200,OK,Open Model Thread Group 1-197,text,true,,189,196,1,1,http://127.0.0.1:5000/,4,0,1
1723809914025,4,Petición HTTP,200,OK,Open Model Thread Group 1-198,text,true,,189,196,1,1,http://127.0.0.1:5000/,4,0,1
1723809914054,5,Petición HTTP,200,OK,Open Model Thread Group 1-199,text,true,,189,196,1,1,http://127.0.0.1:5000/,5,0,1
1723809914063,4,Petición HTTP,200,OK,Open Model Thread Group 1-200,text,true,,189,196,1,1,http://127.0.0.1:5000/,4,0,0
1723809914125,7,Petición HTTP,200,OK,Open Model Thread Group 1-201,text,true,,189,196,1,1,http://127.0.0.1:5000/,6,0,1
1723809914171,8,Petición HTTP,200,OK,Open Model Thread Group 1-202,text,true,,189,196,1,1,http://127.0.0.1:5000/,8,0,2
1723809914200,16,Petición HTTP,200,OK,Open Model Thread Group 1-203,text,true,,189,196,5,5,http://127.0.0.1:5000/,15,0,3
1723809914200,16,Petición HTTP,200,OK,Open Model Thread Group 1-204,text,true,,189,196,4,4,http://127.0.0.1:5000/,16,0,2
